tourney_date,tourney_name,surface,tourney_level,round,winner_name,winner_rank,loser_name,loser_rank,score,best_of,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_bpSaved,l_bpFaced,year
2015-01-11,Sydney,Hard,A,F,Viktor Troicki,92.0,Mikhail Kukushkin,66.0,6-2 6-3,3,64.0,13.0,2.0,46.0,31.0,27.0,1.0,2.0,1.0,0.0,51.0,29.0,18.0,1.0,5.0,2015
2015-01-12,Auckland,Hard,A,R32,Michael Venus,426.0,Alejandro Gonzalez,109.0,5-7 6-3 7-6(7),3,125.0,18.0,5.0,110.0,52.0,43.0,8.0,11.0,6.0,1.0,94.0,56.0,46.0,2.0,5.0,2015
2015-01-12,Auckland,Hard,A,R32,Albert Ramos,61.0,Paolo Lorenzi,60.0,6-4 6-3,3,81.0,2.0,0.0,55.0,34.0,26.0,1.0,1.0,6.0,1.0,55.0,36.0,23.0,1.0,4.0,2015
2015-01-12,Auckland,Hard,A,R32,Yen Hsun Lu,46.0,Juan Monaco,59.0,6-4 2-6 6-1,3,104.0,2.0,1.0,82.0,47.0,32.0,5.0,9.0,2.0,0.0,80.0,57.0,35.0,6.0,11.0,2015
2015-01-12,Auckland,Hard,A,R32,Adrian Mannarino,44.0,Federico Delbonis,57.0,6-1 6-1,3,53.0,3.0,1.0,37.0,23.0,17.0,0.0,1.0,2.0,1.0,40.0,24.0,8.0,3.0,9.0,2015
2015-01-12,Auckland,Hard,A,R32,Alejandro Falla,112.0,Jose Rubin Statham,578.0,6-4 6-4,3,74.0,2.0,1.0,58.0,36.0,27.0,1.0,3.0,1.0,2.0,57.0,39.0,21.0,3.0,7.0,2015
2015-01-12,Auckland,Hard,A,R32,Kenny De Schepper,101.0,Santiago Giraldo,32.0,6-2 6-3,3,78.0,4.0,0.0,64.0,46.0,28.0,7.0,8.0,0.0,3.0,59.0,39.0,23.0,6.0,10.0,2015
2015-01-12,Auckland,Hard,A,R32,Steve Johnson,39.0,Joao Sousa,52.0,7-5 6-4,3,89.0,7.0,2.0,64.0,35.0,27.0,1.0,2.0,6.0,1.0,85.0,57.0,39.0,4.0,7.0,2015
2015-01-12,Auckland,Hard,A,R32,Pablo Carreno Busta,49.0,Borna Coric,90.0,6-4 6-3,3,72.0,7.0,2.0,52.0,32.0,27.0,3.0,3.0,2.0,2.0,58.0,38.0,26.0,3.0,6.0,2015
2015-01-12,Auckland,Hard,A,R32,Jan Lennard Struff,54.0,Dominic Thiem,37.0,6-7(6) 6-4 6-3,3,118.0,14.0,1.0,95.0,63.0,50.0,3.0,4.0,10.0,2.0,102.0,56.0,41.0,3.0,7.0,2015
2015-01-12,Auckland,Hard,A,R32,Diego Schwartzman,58.0,Guillermo Garcia Lopez,36.0,6-2 4-6 6-1,3,100.0,3.0,4.0,65.0,38.0,24.0,2.0,7.0,7.0,6.0,82.0,42.0,27.0,7.0,16.0,2015
2015-01-12,Auckland,Hard,A,R32,Donald Young,56.0,Go Soeda,95.0,6-7(2) 6-1 6-3,3,97.0,9.0,2.0,79.0,48.0,40.0,0.0,0.0,4.0,1.0,86.0,42.0,30.0,8.0,12.0,2015
2015-01-12,Auckland,Hard,A,R32,Jiri Vesely,63.0,Thomaz Bellucci,62.0,6-3 7-6(4),3,95.0,10.0,2.0,71.0,43.0,37.0,6.0,6.0,7.0,0.0,62.0,38.0,31.0,1.0,2.0,2015
2015-01-12,Auckland,Hard,A,R16,Lucas Pouille,136.0,Michael Venus,426.0,7-5 6-4,3,73.0,16.0,1.0,68.0,42.0,34.0,3.0,3.0,12.0,2.0,62.0,35.0,28.0,2.0,4.0,2015
2015-01-12,Auckland,Hard,A,R16,Albert Ramos,61.0,Yen Hsun Lu,46.0,6-2 6-4,3,82.0,5.0,2.0,64.0,44.0,31.0,5.0,5.0,6.0,3.0,59.0,31.0,22.0,4.0,7.0,2015
2015-01-12,Auckland,Hard,A,R16,Adrian Mannarino,44.0,Roberto Bautista Agut,15.0,6-2 2-1 RET,3,40.0,2.0,0.0,24.0,10.0,9.0,0.0,0.0,1.0,2.0,35.0,23.0,12.0,3.0,6.0,2015
2015-01-12,Auckland,Hard,A,R16,Alejandro Falla,112.0,Kenny De Schepper,101.0,6-2 6-4,3,71.0,3.0,2.0,60.0,41.0,28.0,3.0,3.0,4.0,3.0,53.0,39.0,23.0,3.0,6.0,2015
2015-01-12,Auckland,Hard,A,R16,Steve Johnson,39.0,Pablo Carreno Busta,49.0,6-7(3) 6-4 6-1,3,117.0,15.0,1.0,93.0,57.0,45.0,6.0,6.0,9.0,1.0,98.0,64.0,39.0,6.0,10.0,2015
2015-01-12,Auckland,Hard,A,R16,Kevin Anderson,16.0,Jan Lennard Struff,54.0,7-6(6) 6-1,3,90.0,8.0,3.0,73.0,49.0,36.0,4.0,5.0,10.0,0.0,63.0,32.0,23.0,3.0,6.0,2015
2015-01-12,Auckland,Hard,A,R16,Donald Young,56.0,Diego Schwartzman,58.0,2-6 6-4 6-1,3,86.0,9.0,4.0,76.0,45.0,30.0,1.0,3.0,2.0,2.0,73.0,47.0,29.0,1.0,4.0,2015
2015-01-12,Auckland,Hard,A,R16,Jiri Vesely,63.0,Ernests Gulbis,13.0,6-2 3-6 6-1,3,94.0,3.0,1.0,61.0,32.0,26.0,0.0,1.0,6.0,2.0,71.0,41.0,27.0,3.0,7.0,2015
2015-01-12,Auckland,Hard,A,QF,Lucas Pouille,136.0,Albert Ramos,61.0,6-3 6-2,3,63.0,5.0,0.0,55.0,35.0,25.0,3.0,3.0,0.0,3.0,44.0,26.0,17.0,1.0,4.0,2015
2015-01-12,Auckland,Hard,A,QF,Adrian Mannarino,44.0,Alejandro Falla,112.0,6-3 6-1,3,56.0,4.0,5.0,44.0,26.0,21.0,2.0,3.0,1.0,1.0,43.0,27.0,14.0,5.0,10.0,2015
2015-01-12,Auckland,Hard,A,QF,Kevin Anderson,16.0,Steve Johnson,39.0,6-4 7-6(8),3,97.0,14.0,2.0,61.0,38.0,34.0,1.0,2.0,10.0,2.0,90.0,60.0,42.0,7.0,9.0,2015
2015-01-12,Auckland,Hard,A,QF,Jiri Vesely,63.0,Donald Young,56.0,6-2 6-3,3,61.0,9.0,1.0,44.0,31.0,25.0,3.0,3.0,2.0,5.0,54.0,31.0,20.0,5.0,9.0,2015
2015-01-12,Auckland,Hard,A,SF,Adrian Mannarino,44.0,Lucas Pouille,136.0,6-4 3-6 7-5,3,113.0,5.0,3.0,82.0,50.0,39.0,1.0,3.0,11.0,4.0,90.0,55.0,37.0,1.0,4.0,2015
2015-01-12,Auckland,Hard,A,SF,Jiri Vesely,63.0,Kevin Anderson,16.0,6-4 7-6(4),3,89.0,12.0,2.0,60.0,43.0,36.0,0.0,1.0,10.0,1.0,66.0,40.0,29.0,0.0,2.0,2015
2015-01-12,Auckland,Hard,A,F,Jiri Vesely,63.0,Adrian Mannarino,44.0,6-3 6-2,3,67.0,11.0,2.0,48.0,31.0,24.0,2.0,3.0,1.0,4.0,48.0,28.0,17.0,3.0,7.0,2015
2015-01-19,Australian Open,Hard,G,R128,Novak Djokovic,1.0,Aljaz Bedene,116.0,6-3 6-2 6-4,5,109.0,8.0,3.0,79.0,52.0,44.0,3.0,3.0,12.0,3.0,89.0,53.0,35.0,4.0,8.0,2015
2015-01-19,Australian Open,Hard,G,R128,Andrey Kuznetsov,88.0,Albert Ramos,61.0,6-1 3-6 6-3 7-6(3),5,152.0,8.0,3.0,128.0,80.0,59.0,6.0,8.0,1.0,2.0,107.0,78.0,55.0,3.0,7.0,2015
2015-01-19,Australian Open,Hard,G,R128,Go Soeda,92.0,Elias Ymer,212.0,1-6 6-4 4-6 6-3 6-3,5,207.0,5.0,4.0,142.0,79.0,53.0,9.0,14.0,5.0,6.0,155.0,87.0,61.0,6.0,12.0,2015
2015-01-19,Australian Open,Hard,G,R128,Fernando Verdasco,33.0,James Ward,103.0,2-6 6-0 7-6(6) 6-3,5,162.0,13.0,6.0,123.0,82.0,63.0,6.0,9.0,6.0,4.0,121.0,75.0,49.0,8.0,14.0,2015
2015-01-19,Australian Open,Hard,G,R128,John Isner,21.0,Jimmy Wang,118.0,7-6(5) 6-4 6-4,5,127.0,30.0,3.0,87.0,59.0,53.0,1.0,1.0,5.0,2.0,110.0,67.0,46.0,5.0,7.0,2015
2015-01-19,Australian Open,Hard,G,R128,Andreas Haider Maurer,79.0,Laurent Lokoli,259.0,6-4 7-5 4-6 6-3,5,161.0,7.0,7.0,120.0,61.0,48.0,5.0,8.0,7.0,4.0,137.0,95.0,63.0,6.0,12.0,2015
2015-01-19,Australian Open,Hard,G,R128,Gilles Muller,42.0,Pablo Carreno Busta,52.0,6-4 7-6(5) 7-6(3),5,143.0,29.0,3.0,113.0,70.0,62.0,9.0,9.0,7.0,1.0,121.0,85.0,63.0,7.0,8.0,2015
2015-01-19,Australian Open,Hard,G,R128,Roberto Bautista Agut,16.0,Dominic Thiem,40.0,4-6 6-2 6-3 7-6(5),5,179.0,9.0,6.0,164.0,121.0,80.0,20.0,22.0,13.0,6.0,135.0,66.0,50.0,5.0,9.0,2015
2015-01-19,Australian Open,Hard,G,R128,Feliciano Lopez,14.0,Denis Kudla,123.0,3-6 6-2 4-6 6-2 10-8,5,194.0,26.0,6.0,150.0,86.0,69.0,4.0,8.0,12.0,8.0,180.0,110.0,71.0,15.0,22.0,2015
2015-01-19,Australian Open,Hard,G,R128,Adrian Mannarino,36.0,Blaz Rola,80.0,7-6(7) 6-3 6-2,5,138.0,6.0,5.0,103.0,58.0,49.0,8.0,9.0,6.0,5.0,109.0,79.0,49.0,8.0,12.0,2015
2015-01-19,Australian Open,Hard,G,R128,Jerzy Janowicz,44.0,Hiroki Moriya,146.0,7-6(5) 2-6 6-3 7-5,5,176.0,25.0,13.0,134.0,84.0,59.0,5.0,11.0,3.0,6.0,142.0,82.0,51.0,9.0,15.0,2015
2015-01-19,Australian Open,Hard,G,R128,Gael Monfils,19.0,Lucas Pouille,117.0,6-7(3) 3-6 6-4 6-1 6-4,5,168.0,22.0,7.0,149.0,100.0,80.0,9.0,11.0,6.0,6.0,144.0,82.0,58.0,7.0,12.0,2015
2015-01-19,Australian Open,Hard,G,R128,Benjamin Becker,41.0,Julien Benneteau,25.0,7-5 5-7 6-2 6-4,5,164.0,17.0,2.0,119.0,70.0,53.0,3.0,5.0,14.0,1.0,117.0,74.0,54.0,3.0,8.0,2015
2015-01-19,Australian Open,Hard,G,R128,Lleyton Hewitt,87.0,Ze Zhang,187.0,6-3 1-6 6-0 6-4,5,140.0,8.0,4.0,90.0,57.0,40.0,4.0,8.0,8.0,5.0,119.0,76.0,48.0,12.0,19.0,2015
2015-01-19,Australian Open,Hard,G,R128,Donald Young,56.0,Tim Puetz,183.0,6-4 4-6 6-3 6-2,5,133.0,7.0,5.0,101.0,60.0,48.0,4.0,6.0,12.0,8.0,121.0,71.0,54.0,9.0,14.0,2015
2015-01-19,Australian Open,Hard,G,R128,Milos Raonic,8.0,Illya Marchenko,144.0,7-6(3) 7-6(3) 6-3,5,126.0,28.0,3.0,92.0,69.0,63.0,1.0,1.0,5.0,7.0,96.0,51.0,42.0,1.0,2.0,2015
2015-01-19,Australian Open,Hard,G,R128,Stan Wawrinka,4.0,Marsel Ilhan,100.0,6-1 6-4 6-2,5,89.0,9.0,3.0,78.0,44.0,36.0,2.0,2.0,3.0,6.0,87.0,52.0,31.0,5.0,10.0,2015
2015-01-19,Australian Open,Hard,G,R128,Marius Copil,194.0,Pablo Andujar,43.0,6-2 6-2 7-5,5,124.0,18.0,4.0,112.0,57.0,40.0,7.0,9.0,2.0,3.0,86.0,55.0,33.0,5.0,12.0,2015
2015-01-19,Australian Open,Hard,G,R128,Jarkko Nieminen,72.0,Andrey Golubev,73.0,6-1 6-2 7-6(6),5,113.0,4.0,2.0,97.0,63.0,45.0,3.0,5.0,5.0,5.0,93.0,61.0,38.0,5.0,11.0,2015
2015-01-19,Australian Open,Hard,G,R128,Matthias Bachinger,142.0,Pablo Cuevas,29.0,7-6(1) 6-3 6-1,5,100.0,8.0,3.0,91.0,58.0,44.0,2.0,3.0,8.0,5.0,100.0,63.0,41.0,5.0,10.0,2015
2015-01-19,Australian Open,Hard,G,R128,Paolo Lorenzi,64.0,Alexandr Dolgopolov,23.0,6-4 6-3 6-2,5,87.0,5.0,0.0,74.0,50.0,37.0,0.0,0.0,13.0,3.0,73.0,36.0,27.0,5.0,9.0,2015
2015-01-19,Australian Open,Hard,G,R128,Vasek Pospisil,60.0,Sam Querrey,35.0,6-3 6-7(5) 2-6 6-4 6-4,5,183.0,20.0,5.0,157.0,91.0,64.0,11.0,14.0,25.0,7.0,136.0,82.0,64.0,4.0,8.0,2015
2015-01-19,Australian Open,Hard,G,R128,Guillermo Garcia Lopez,37.0,Peter Gojowczyk,96.0,6-7(1) 7-5 6-4 1-0 RET,5,143.0,6.0,5.0,108.0,63.0,49.0,4.0,6.0,11.0,5.0,109.0,56.0,41.0,6.0,11.0,2015
2015-01-19,Australian Open,Hard,G,R128,Alejandro Gonzalez,107.0,Fabio Fognini,18.0,4-6 6-2 6-3 6-4,5,145.0,2.0,3.0,116.0,60.0,46.0,7.0,9.0,3.0,10.0,112.0,67.0,49.0,6.0,11.0,2015
2015-01-19,Australian Open,Hard,G,R128,David Ferrer,10.0,Thomaz Bellucci,65.0,6-7(2) 6-2 6-0 6-3,5,145.0,5.0,5.0,97.0,61.0,49.0,3.0,4.0,4.0,4.0,117.0,62.0,34.0,2.0,10.0,2015
2015-01-19,Australian Open,Hard,G,R128,Sergiy Stakhovsky,71.0,Dusan Lajovic,68.0,6-3 4-6 6-4 6-7(3) 6-4,5,211.0,14.0,6.0,178.0,103.0,79.0,13.0,16.0,4.0,0.0,171.0,107.0,72.0,9.0,15.0,2015
2015-01-19,Australian Open,Hard,G,R128,Marcel Granollers,58.0,Stephane Robert,132.0,6-3 6-4 6-4,5,124.0,10.0,3.0,92.0,55.0,41.0,9.0,11.0,7.0,6.0,92.0,47.0,30.0,8.0,13.0,2015
2015-01-19,Australian Open,Hard,G,R128,Gilles Simon,20.0,Robin Haase,83.0,6-1 6-3 6-4,5,83.0,5.0,2.0,64.0,35.0,30.0,2.0,3.0,10.0,3.0,76.0,45.0,31.0,2.0,8.0,2015
2015-01-19,Australian Open,Hard,G,R128,Santiago Giraldo,32.0,Jan Hernych,201.0,6-3 6-2 6-2,5,87.0,5.0,2.0,72.0,53.0,43.0,2.0,3.0,4.0,1.0,69.0,44.0,23.0,6.0,12.0,2015
2015-01-19,Australian Open,Hard,G,R128,Steve Johnson,38.0,Kyle Edmund,192.0,6-4 6-4 6-3,5,110.0,17.0,4.0,92.0,58.0,45.0,1.0,1.0,5.0,4.0,105.0,58.0,35.0,6.0,10.0,2015
2015-01-19,Australian Open,Hard,G,R128,Ivan Dodig,86.0,Joao Souza,115.0,6-4 7-5 6-4,5,172.0,10.0,7.0,111.0,73.0,52.0,9.0,12.0,7.0,5.0,123.0,72.0,46.0,5.0,11.0,2015
2015-01-19,Australian Open,Hard,G,R128,Kei Nishikori,5.0,Nicolas Almagro,69.0,6-4 7-6(1) 6-2,5,127.0,11.0,1.0,94.0,58.0,43.0,7.0,10.0,15.0,6.0,118.0,72.0,46.0,11.0,17.0,2015
2015-01-19,Australian Open,Hard,G,R128,Tomas Berdych,7.0,Alejandro Falla,101.0,6-3 7-6(1) 6-3,5,114.0,8.0,4.0,102.0,63.0,50.0,6.0,9.0,7.0,3.0,80.0,45.0,27.0,3.0,8.0,2015
2015-01-19,Australian Open,Hard,G,R128,Jurgen Melzer,108.0,Victor Estrella,77.0,6-1 6-4 6-2,5,87.0,10.0,9.0,80.0,47.0,38.0,4.0,5.0,1.0,1.0,73.0,44.0,24.0,3.0,9.0,2015
2015-01-19,Australian Open,Hard,G,R128,Viktor Troicki,54.0,Jiri Vesely,39.0,6-3 3-6 6-2 6-3,5,126.0,14.0,2.0,105.0,58.0,41.0,3.0,4.0,6.0,5.0,108.0,67.0,47.0,2.0,6.0,2015
2015-01-19,Australian Open,Hard,G,R128,Leonardo Mayer,26.0,John Millman,151.0,6-3 6-3 6-2,5,101.0,10.0,4.0,73.0,49.0,43.0,0.0,1.0,0.0,6.0,74.0,43.0,25.0,3.0,9.0,2015
2015-01-19,Australian Open,Hard,G,R128,Philipp Kohlschreiber,24.0,Paul Henri Mathieu,93.0,6-2 6-2 6-1,5,85.0,18.0,2.0,56.0,36.0,31.0,0.0,0.0,8.0,6.0,80.0,49.0,26.0,5.0,12.0,2015
2015-01-19,Australian Open,Hard,G,R128,Bernard Tomic,66.0,Tobias Kamke,95.0,7-5 6-7(1) 6-3 6-2,5,169.0,24.0,1.0,137.0,94.0,70.0,7.0,9.0,3.0,2.0,119.0,67.0,47.0,4.0,10.0,2015
2015-01-19,Australian Open,Hard,G,R128,Sam Groth,82.0,Filip Krajinovic,97.0,6-3 7-6(4) 6-4,5,111.0,24.0,4.0,96.0,68.0,57.0,1.0,1.0,5.0,0.0,94.0,60.0,39.0,7.0,9.0,2015
2015-01-19,Australian Open,Hard,G,R128,Thanasi Kokkinakis,147.0,Ernests Gulbis,13.0,5-7 6-0 1-6 7-6(2) 8-6,5,247.0,16.0,11.0,177.0,100.0,70.0,14.0,21.0,29.0,18.0,159.0,82.0,66.0,6.0,13.0,2015
2015-01-19,Australian Open,Hard,G,R128,Kevin Anderson,15.0,Diego Schwartzman,59.0,7-6(5) 7-5 5-7 6-4,5,215.0,32.0,9.0,165.0,112.0,86.0,10.0,14.0,8.0,2.0,170.0,89.0,61.0,13.0,18.0,2015
2015-01-19,Australian Open,Hard,G,R128,Ricardas Berankis,85.0,Igor Sijsling,84.0,2-6 6-4 7-6(2) 6-7(6) 6-4,5,198.0,7.0,4.0,173.0,108.0,81.0,9.0,14.0,14.0,6.0,176.0,106.0,76.0,9.0,14.0,2015
2015-01-19,Australian Open,Hard,G,R128,James Duckworth,120.0,Blaz Kavcic,102.0,6-2 5-7 7-6(7) 3-6 6-2,5,225.0,13.0,8.0,171.0,98.0,74.0,11.0,15.0,7.0,8.0,154.0,113.0,70.0,1.0,7.0,2015
2015-01-19,Australian Open,Hard,G,R128,Richard Gasquet,28.0,Carlos Berlocq,70.0,6-1 6-3 6-1,5,113.0,5.0,2.0,71.0,46.0,37.0,1.0,1.0,3.0,3.0,86.0,47.0,26.0,5.0,11.0,2015
2015-01-19,Australian Open,Hard,G,R128,Lukas Rosol,30.0,Kenny De Schepper,94.0,4-6 6-2 6-7(4) 6-3 6-4,5,197.0,14.0,6.0,171.0,100.0,75.0,11.0,13.0,11.0,6.0,161.0,111.0,79.0,17.0,22.0,2015
2015-01-19,Australian Open,Hard,G,R128,Dudi Sela,106.0,Jan Lennard Struff,57.0,6-4 4-6 3-6 6-3 7-5,5,208.0,3.0,6.0,172.0,102.0,64.0,11.0,18.0,11.0,6.0,161.0,83.0,60.0,9.0,17.0,2015
2015-01-19,Australian Open,Hard,G,R128,Tim Smyczek,112.0,Luke Saville,164.0,7-6(2) 7-5 6-4,5,139.0,6.0,3.0,97.0,61.0,44.0,4.0,7.0,5.0,4.0,119.0,74.0,46.0,8.0,13.0,2015
2015-01-19,Australian Open,Hard,G,R128,Rafael Nadal,3.0,Mikhail Youzhny,49.0,6-3 6-2 6-2,5,110.0,4.0,3.0,57.0,35.0,31.0,1.0,1.0,5.0,5.0,85.0,47.0,28.0,5.0,11.0,2015
2015-01-19,Australian Open,Hard,G,R128,Andy Murray,6.0,Yuki Bhambri,317.0,6-3 6-4 7-6(3),5,133.0,13.0,0.0,92.0,59.0,42.0,3.0,5.0,5.0,3.0,114.0,76.0,46.0,2.0,6.0,2015
2015-01-19,Australian Open,Hard,G,R128,Marinko Matosevic,81.0,Alexander Kudryavtsev,127.0,6-4 6-7(5) 4-6 7-5 6-3,5,208.0,10.0,7.0,167.0,106.0,72.0,4.0,8.0,11.0,7.0,178.0,88.0,60.0,16.0,22.0,2015
2015-01-19,Australian Open,Hard,G,R128,Joao Sousa,55.0,Jordan Thompson,274.0,6-4 7-6(5) 6-4,5,148.0,4.0,1.0,111.0,76.0,54.0,6.0,8.0,4.0,10.0,130.0,72.0,46.0,13.0,17.0,2015
2015-01-19,Australian Open,Hard,G,R128,Martin Klizan,34.0,Tatsuma Ito,89.0,7-6(6) 6-2 6-4,5,129.0,5.0,1.0,93.0,60.0,45.0,5.0,7.0,3.0,6.0,108.0,58.0,40.0,5.0,10.0,2015
2015-01-19,Australian Open,Hard,G,R128,David Goffin,22.0,Michael Russell,156.0,6-3 6-3 5-7 6-0,5,172.0,11.0,9.0,122.0,59.0,40.0,13.0,17.0,4.0,7.0,153.0,96.0,52.0,14.0,23.0,2015
2015-01-19,Australian Open,Hard,G,R128,Marcos Baghdatis,78.0,Teymuraz Gabashvili,67.0,6-2 6-7(5) 3-6 6-4 6-4,5,217.0,29.0,5.0,156.0,95.0,73.0,4.0,9.0,7.0,4.0,181.0,105.0,64.0,16.0,23.0,2015
2015-01-19,Australian Open,Hard,G,R128,Lukas Lacko,99.0,Maximo Gonzalez,98.0,4-6 6-2 7-5 6-7(4) 6-1,5,206.0,18.0,0.0,132.0,85.0,70.0,1.0,5.0,8.0,4.0,183.0,114.0,71.0,11.0,20.0,2015
2015-01-19,Australian Open,Hard,G,R128,Grigor Dimitrov,11.0,Dustin Brown,90.0,6-2 6-3 6-2,5,69.0,11.0,1.0,61.0,41.0,36.0,0.0,0.0,2.0,7.0,70.0,47.0,30.0,6.0,11.0,2015
2015-01-19,Australian Open,Hard,G,R128,Edouard Roger-Vasselin,119.0,Tommy Robredo,17.0,2-3 RET,5,20.0,0.0,0.0,15.0,10.0,8.0,0.0,1.0,1.0,0.0,17.0,11.0,8.0,1.0,1.0,2015
2015-01-19,Australian Open,Hard,G,R128,Malek Jaziri,75.0,Mikhail Kukushkin,51.0,6-2 6-3 2-6 7-6(3),5,184.0,3.0,7.0,135.0,74.0,52.0,14.0,17.0,5.0,3.0,127.0,79.0,50.0,9.0,13.0,2015
2015-01-19,Australian Open,Hard,G,R128,Nick Kyrgios,53.0,Federico Delbonis,62.0,7-6(2) 3-6 6-3 6-7(5) 6-3,5,188.0,21.0,5.0,160.0,104.0,82.0,7.0,9.0,14.0,5.0,165.0,110.0,82.0,11.0,14.0,2015
2015-01-19,Australian Open,Hard,G,R128,Ivo Karlovic,27.0,Ruben Bemelmans,173.0,6-4 6-2 6-4,5,93.0,19.0,3.0,69.0,50.0,46.0,2.0,2.0,7.0,6.0,85.0,51.0,34.0,7.0,11.0,2015
2015-01-19,Australian Open,Hard,G,R128,Jeremy Chardy,31.0,Borna Coric,91.0,3-6 6-4 7-5 6-4,5,164.0,15.0,2.0,125.0,82.0,64.0,4.0,6.0,9.0,1.0,111.0,70.0,49.0,3.0,6.0,2015
2015-01-19,Australian Open,Hard,G,R128,Andreas Seppi,46.0,Denis Istomin,50.0,5-7 6-3 2-6 6-1 6-4,5,171.0,12.0,3.0,148.0,91.0,71.0,8.0,11.0,17.0,1.0,144.0,86.0,65.0,13.0,18.0,2015
2015-01-19,Australian Open,Hard,G,R128,Simone Bolelli,48.0,Juan Monaco,63.0,6-3 3-6 6-3 6-1,5,144.0,4.0,2.0,90.0,54.0,41.0,4.0,8.0,7.0,2.0,125.0,80.0,45.0,12.0,20.0,2015
2015-01-19,Australian Open,Hard,G,R128,Roger Federer,2.0,Yen Hsun Lu,47.0,6-4 6-2 7-5,5,113.0,9.0,3.0,83.0,56.0,48.0,4.0,4.0,1.0,2.0,97.0,57.0,35.0,10.0,14.0,2015
2015-01-19,Australian Open,Hard,G,R64,Novak Djokovic,1.0,Andrey Kuznetsov,88.0,6-0 6-1 6-4,5,84.0,7.0,2.0,57.0,35.0,30.0,0.0,1.0,2.0,3.0,80.0,39.0,24.0,6.0,13.0,2015
2015-01-19,Australian Open,Hard,G,R64,Fernando Verdasco,33.0,Go Soeda,92.0,6-3 6-2 7-6(3),5,116.0,15.0,4.0,95.0,62.0,49.0,5.0,6.0,3.0,0.0,92.0,56.0,39.0,5.0,9.0,2015
2015-01-19,Australian Open,Hard,G,R64,John Isner,21.0,Andreas Haider Maurer,79.0,6-4 7-6(4) 4-6 6-4,5,142.0,27.0,3.0,100.0,69.0,63.0,1.0,2.0,21.0,8.0,128.0,83.0,62.0,3.0,5.0,2015
2015-01-19,Australian Open,Hard,G,R64,Gilles Muller,42.0,Roberto Bautista Agut,16.0,7-6(5) 1-6 7-5 6-1,5,153.0,27.0,6.0,121.0,77.0,63.0,6.0,8.0,15.0,3.0,107.0,69.0,56.0,3.0,6.0,2015
2015-01-19,Australian Open,Hard,G,R64,Feliciano Lopez,14.0,Adrian Mannarino,36.0,4-6 4-6 7-6(3) 4-0 RET,5,158.0,21.0,5.0,107.0,56.0,32.0,10.0,19.0,5.0,10.0,107.0,68.0,45.0,10.0,19.0,2015
2015-01-19,Australian Open,Hard,G,R64,Jerzy Janowicz,44.0,Gael Monfils,19.0,6-4 1-6 6-7(3) 6-3 6-3,5,187.0,14.0,9.0,143.0,99.0,72.0,7.0,11.0,20.0,4.0,154.0,103.0,79.0,11.0,17.0,2015
2015-01-19,Australian Open,Hard,G,R64,Benjamin Becker,41.0,Lleyton Hewitt,87.0,2-6 1-6 6-3 6-4 6-2,5,182.0,16.0,2.0,122.0,77.0,55.0,5.0,10.0,14.0,4.0,125.0,66.0,44.0,6.0,11.0,2015
2015-01-19,Australian Open,Hard,G,R64,Milos Raonic,8.0,Donald Young,56.0,6-4 7-6(3) 6-3,5,102.0,17.0,2.0,82.0,56.0,50.0,0.0,0.0,4.0,4.0,91.0,64.0,51.0,2.0,4.0,2015
2015-01-19,Australian Open,Hard,G,R64,Stan Wawrinka,4.0,Marius Copil,194.0,7-6(4) 7-6(4) 6-3,5,136.0,3.0,3.0,112.0,83.0,61.0,5.0,6.0,16.0,3.0,100.0,56.0,41.0,5.0,7.0,2015
2015-01-19,Australian Open,Hard,G,R64,Jarkko Nieminen,72.0,Matthias Bachinger,142.0,7-6(4) 7-5 7-5,5,140.0,5.0,1.0,120.0,89.0,63.0,10.0,13.0,12.0,7.0,120.0,75.0,54.0,11.0,16.0,2015
2015-01-19,Australian Open,Hard,G,R64,Vasek Pospisil,60.0,Paolo Lorenzi,64.0,6-7(3) 7-6(4) 6-3 6-4,5,215.0,22.0,7.0,160.0,84.0,65.0,4.0,6.0,11.0,4.0,135.0,73.0,57.0,6.0,10.0,2015
2015-01-19,Australian Open,Hard,G,R64,Guillermo Garcia Lopez,37.0,Alejandro Gonzalez,107.0,6-1 6-3 6-3,5,113.0,7.0,5.0,83.0,44.0,33.0,3.0,4.0,5.0,4.0,76.0,43.0,26.0,4.0,10.0,2015
2015-01-19,Australian Open,Hard,G,R64,David Ferrer,10.0,Sergiy Stakhovsky,71.0,5-7 6-3 6-4 6-2,5,135.0,2.0,4.0,104.0,74.0,56.0,3.0,5.0,13.0,5.0,117.0,77.0,50.0,8.0,13.0,2015
2015-01-19,Australian Open,Hard,G,R64,Gilles Simon,20.0,Marcel Granollers,58.0,7-6(5) 6-2 6-4,5,136.0,5.0,2.0,87.0,59.0,49.0,0.0,2.0,6.0,2.0,95.0,54.0,36.0,5.0,10.0,2015
2015-01-19,Australian Open,Hard,G,R64,Steve Johnson,38.0,Santiago Giraldo,32.0,6-3 6-4 6-2,5,118.0,17.0,2.0,109.0,54.0,45.0,8.0,9.0,3.0,3.0,90.0,59.0,37.0,6.0,11.0,2015
